path,sentence,up_votes,down_votes,age,gender,accent
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597916.mp3,Mwaka uliofuata tarehe mbili mwezi wa pili,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597919.mp3,huku wakimshinikiza kanali muhammar gaddafi,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597944.mp3,chukua hatua ambazo ni muhimu zaidi kwa kuliko kujiongezea,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597968.mp3,Asilimia themanini na moja wameunganisha mabomba yao ya maji taka,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597969.mp3,Usultani mpya ulikuwa ni nchi yenye nguvu chini ya Rasi Delgado,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597970.mp3,Kufunguliwa kesi mahakamani ya kutafuta atambuliwe rasmi kama baba,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597945.mp3,kipindi cha nyuma na ndipo soka la kisasa lilianza nchini Uingereza,2,0,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597972.mp3,titanic ilikuwa meli kubwa katika historia ya wanadamu,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597973.mp3,ini taarifa hizo zimekanushwa na klabu hiyo,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597995.mp3,kupanua milki yao kwenye Balkani upande wa Ulaya Kaukazi,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597997.mp3,Tunaamini mwekezaji akija atapata faida bila tatizo,3,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34597994.mp3,chama cha kijamaa cha nchini cape verde paivc kimeshinda viti,3,2,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_34598020.mp3,vijana Wafalme wawili wakajiunga na Kanisa Katoliki Lakini majaribio,2,1,,,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874041.mp3,Majani yake huwa na rangi ya kijani au nyekundu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874107.mp3,Kabla ya ujenzi wa msikiti mahali palikuwa na kanisa la Mt.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874196.mp3,Na mbili kwa ajili ya vikundi vya mashabiki.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874491.mp3,Tangu zamani anaheshimiwa kama mtakatifu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874493.mp3,Hivyo mabamba ya gandunia yana mwendo wakati wote.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874528.mp3,Sikukuu yake huadhimishwa na Wakatoliki na Waanglikana tarehe ya kifo chake.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874541.mp3,Miaka yake ya mwisho al-Masudi aliishi Misri.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874544.mp3,Leo hii wataalamu wengi wanaamini aliishi katika mashariki ya Uajemi ya Kale.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874561.mp3,"Tangu kale anaheshimiwa na Kanisa Katoliki, Waorthodoksi na wengineo kama mtakatifu.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874562.mp3,Jean-Luc Godard ndiye msimamizi wake.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874581.mp3,Ni sehemu ya eneo la Aktiki.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874635.mp3,Isichanganywe na Kisenoufo-Syenara nchini Mali ambayo ni lugha tofauti.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874706.mp3,"Olumide alihudhuria Chuo cha King, Lagos na Chuo Kikuu cha Lagos.",2,1,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874709.mp3,Mara nyingi kupatwa kwa Mwezi si rahisi kutambulika kwa sababu si kupatwa kikamilifu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874722.mp3,Anaheshimiwa na Wakatoliki na Waorthodoksi tangu zamani sana kama mtakatifu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874736.mp3,Jina la sikukuu ya Kiyahudi linapatikana kwa maumbo mbalimbali.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874766.mp3,Hapo kuna chombo kinachoitwa serikali chenye mamlaka haya mkononi.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874799.mp3,Idadi kubwa wako kusini.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28874971.mp3,Iko kusini kabisa ya mji wa San Francisco.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28875023.mp3,Mabadiliko ya tabianchi hutokea kieneo au hata duniani kote kila baada ya muda fulani.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28883714.mp3,Katika muda mfupi alifaulu kuunganisha makabila ya Algeria ya magharibi chini ya uongozi wake.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28883789.mp3,Alikuwa mwanamke wa kwanza kuchaguliwa na kuongoza nchi ya Kiislamu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28883854.mp3,Anakumbukwa kwa sababu aliweka misingi ya mbinu mpya za sayansi zinazoendelea kutumika hadi leo.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28903798.mp3,Makao makuu yalikuwa mjini Busia.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926487.mp3,Ndiyo sababu sala ni ya lazima kama mama na chanzo cha kwenda juu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926499.mp3,Barani Afrika wako kote na idadi kubwa ya spishi wako kusini ya Sahara.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926502.mp3,Mawingu ni mahali ambako mvua na theluji hutoka.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926597.mp3,Nusu yao waliishi mjini.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926636.mp3,Alikuwa wa kwanza kueleza jinsi ya kuenea kwa homa ya madoa madoa.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926660.mp3,"Tangu kale anaheshimiwa na Wakatoliki, Waorthodoksi na Waorthodoksi wa Mashariki kama mtakatifu mfiadini.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926664.mp3,"Mwili wa tunda unaweza kuwa na rangi ya njano, ya dhahabu, au ya machungwa.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926830.mp3,Sikukuu yake huadhimishwa tarehe yake ya kuzaliwa.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926835.mp3,Alizaliwa mnamo tarehe moja mwezi wa pili,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926870.mp3,Upo kwenye pwani ya Bahari Nyeusi.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28926995.mp3,Shirikisho la Urusi linafuata muundo wa demokrasia yenye mfumo wa vyama vingi.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927019.mp3,Hali halisi kuna umbali mkubwa kati yao.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927120.mp3,Jaribio linaweza kufanywa kwenye sampuli za kupumua au damu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927171.mp3,Habari zake zinajulikana katika maandishi ya Gregori wa Tours.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927173.mp3,Tangu kale anaheshimiwa na Wakristo wa madhehebu mengi kama mtakatifu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927267.mp3,Ni kati ya nchi za dunia zenye historia ndefu inayojulikana.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927305.mp3,Pia kuna sehemu za mkoa huu ni wa kihistoria katika baadhi ya maeneo.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927308.mp3,Iko kati ya Kuba upande wa magharibi na Puerto Rico upande wa mashariki.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927318.mp3,"Maeneo haya ambako kilimo kilianza ni China, Amerika ya Kaskazini na Mashariki ya Kati.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927348.mp3,Wana domo pana pia lakini shingo yao ni fupi zaidi.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927396.mp3,"Bahari ya Kaskazini iko upande wa magharibi, Baltiki inaanza kwenye visiwa vikuu vya Denmark.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927425.mp3,Kutoka hapa alirudi Moroko kupitia Makka.,2,1,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927429.mp3,"Jina la nchi linatokana na lile la mji mkuu, Jibuti.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927478.mp3,Aliishi bila ya baba tangu ana miaka minne tu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927553.mp3,Uwezekano mkubwa ni kinga dhidi ya baridi.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927570.mp3,Pia aligundua dawa ya chanjo dhidi ya homa ya manjano.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927601.mp3,Mpito huu ulisababisha mahali kustawi na kukua.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927603.mp3,Ina jumba la makumbusho dogo kuhusu historia ya Zanzibar.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28927637.mp3,Wana watoto mapacha.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28947567.mp3,Yeye ni mdogo kuzaliwa katika familia ya ndugu wanne.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28947572.mp3,Na ni kawaida kuandika kuhusu watu maarufu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28951097.mp3,Mazoezi ya Scott ni pamoja na utendaji pamoja na sanamu.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28951345.mp3,"Mara nyingi huwa la ngozi, lakini yale ya kisasa hufanywa kutoka kwa vifaa mbalimbali.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961500.mp3,Tangu kale anaheshimiwa na Wakatoliki na Waorthodoksi kama mtakatifu pamoja na familia yake yote.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961549.mp3,Baada ya tangazo hili Nelson Mandela alikubali kuondoka gerezani.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961594.mp3,"Baada ya hapo, walianzisha kampuni ya kujenga ndege.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961599.mp3,"Mchezaji wa mguu ya kulia, mara nyingi anacheza kama kiungo wa kati.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961615.mp3,Mfano ni kikundi cha vijana waishio mitaani ambao wengi hawana kazi.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961627.mp3,Ni moja kati ya Wikipedia chache sana za lugha ya aina ya Krioli.,2,1,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961638.mp3,"Katika nyakati tofauti katika kipindi hiki, yeye ilikuwa iko katika pande zote za mpaka.",3,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961656.mp3,Amefanya kazi na wasanii wengi sana.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961659.mp3,Tiba sahihi ya kansa ya ini inaweza kuleta tofauti kati ya maisha na kifo.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961745.mp3,"Tandahimba ni jina la kata ya Wilaya ya Tandahimba katika Mkoa wa Mtwara, Tanzania.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961751.mp3,Bungo-mavi ni imara wenye mabawa magumu sana ya mbele.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961764.mp3,Unapatikana katika kitongoji cha Mouassine.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961781.mp3,Jina lake lilikuwa hivyo jina la bara la Europa yaani Ulaya.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961802.mp3,Serikali ina utaratibu wa kidemokrasia ya vyama vingi.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961889.mp3,"Anasema, ""Mariah ni maarufu kimataifa.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961897.mp3,Kitabu hiki ni kuhusu ushirikiano wa tamaduni za magharibi na Afrika.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28961942.mp3,"Wengi wao huongea hasa Krioli ya Kiingereza, ingawa Kiholanzi ndicho lugha rasmi.",2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_28962005.mp3,Ndiye mwakilishi wa bunge kwa ujumla.,2,0,thirties,female,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30653613.mp3,Baadhi ya majangwa hayo ni Jangwa la Sahara,3,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30653614.mp3,Kipindi cha ukame familia nyingi za wafugaji waliwaachia vijana wao mifugo,2,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30653616.mp3,Alifanya kazi ya ualimu huko Lindi,3,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30653658.mp3,Maeneo yote yalikuwa na uwezekano wa kupata chuma,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30653660.mp3,watalii wengi kutoka nje wanapenda kwenda kwenye fukwe kwa ajiri ya kujifurahisha,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30653661.mp3,Kwa Afrika Mashariki linapatikana Tanzania pekee,3,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30658519.mp3,Wameigawa wilaya kutokana na jiografia yake katika shughuli za kiuchumi ili iwasaidie,3,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30658520.mp3,Kuashiria shughuli imeiva na tofauti na kipindi hiki,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30658524.mp3,Pep ametumia sana pesa kusajili wachezaji,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30658554.mp3,Ni mwanachama wa chama cha wahandisi Tanzania,2,1,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30658556.mp3,Ziwa Nyasa linapita katika wilaya za Nyasa mkoani Ruvuma,2,0,twenties,male,
C:\Users\Ara\.cache\huggingface\datasets\downloads\extracted\67a9573851dd389f75274076290c44fed53d4f49e704ec6ca18d2358b2b1c18c\sw_test_0/common_voice_sw_30658557.mp3,Mkataba huo ulishuhudiwa na mawakili Dinshaw Karai,2,0,twenties,male,
